Item Fat Content,Item Type,Item_MRP,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Rating,Item_Outlet_Sales,Total Sales
Low Fat,Frozen Foods,150.4708,Tier 3,Medium,Grocery Store,0.109784056,4,2257.062,256.0646
Low Fat,Frozen Foods,257.133,Tier 3,Medium,Grocery Store,0,4,7433.657,263.291
Low Fat,Frozen Foods,114.7518,Tier 3,Medium,Grocery Store,0.054610829,4,455.4072,237.1906
Low Fat,Frozen Foods,182.5266,Tier 3,Medium,Grocery Store,0.075661985,4,1290.9862,181.366
Low Fat,Frozen Foods,34.619,Tier 3,Medium,Grocery Store,0.054612768,4,36.619,150.2392
Low Fat,Frozen Foods,108.5596,Tier 3,Medium,Grocery Store,0.110152524,4,1725.7536,150.205
Low Fat,Fruits and Vegetables,86.6224,Tier 3,Medium,Grocery Store,0.176748258,4,1619.2256,82.7908
Low Fat,Fruits and Vegetables,64.7826,Tier 3,Medium,Grocery Store,0.216323008,4,904.1564,165.021
Low Fat,Fruits and Vegetables,143.7812,Tier 3,Medium,Grocery Store,0,4,1994.7368,186.7898
Low Fat,Fruits and Vegetables,92.5488,Tier 3,Medium,Grocery Store,0.051970788,4,2625.9152,103.699
Low Fat,Fruits and Vegetables,39.3138,Tier 3,Medium,Grocery Store,0.121012632,4,974.7312,49.4034
Low Fat,Fruits and Vegetables,153.1656,Tier 3,Medium,Grocery Store,0.057422821,4,1853.5872,253.7356
Low Fat,Fruits and Vegetables,172.6764,Tier 3,Medium,Grocery Store,0.130127365,4,6183.9504,96.2094
Low Fat,Hard Drinks,163.9184,Tier 3,Medium,Grocery Store,0.057585723,4,3137.2496,113.7834
Low Fat,Hard Drinks,144.8102,Tier 3,Medium,Grocery Store,0.073288275,4,291.6204,189.1846
Low Fat,Hard Drinks,72.4038,Tier 3,Medium,Grocery Store,0.142425145,4,739.038,189.9872
Low Fat,Hard Drinks,161.5236,Tier 3,Medium,Grocery Store,0.03242518,4,1772.3596,38.8164
Low Fat,Hard Drinks,122.4756,Tier 3,Medium,Grocery Store,0,4,605.878,43.377
Low Fat,Health and Hygiene,142.7786,Tier 3,Medium,Grocery Store,0.071557769,4,144.4786,165.7842
Low Fat,Health and Hygiene,124.1046,Tier 3,Medium,Grocery Store,0.210511558,4,1120.5414,121.373
Low Fat,Health and Hygiene,217.685,Tier 3,Medium,Grocery Store,0.255348289,4,2163.85,84.4224
Low Fat,Health and Hygiene,76.1328,Tier 3,Medium,Grocery Store,0.031490111,4,772.328,239.088
Low Fat,Health and Hygiene,100.1384,Tier 3,Medium,Grocery Store,0.190711254,4,2167.8448,159.1604
Low Fat,Health and Hygiene,41.6796,Tier 3,Medium,Grocery Store,0.050562853,4,495.3552,153.3656
Low Fat,Health and Hygiene,43.4454,Tier 3,Medium,Grocery Store,0.029529474,4,41.9454,132.6626
Low Fat,Health and Hygiene,39.6506,Tier 3,Medium,Grocery Store,0.132952286,4,834.9132,37.6506
Low Fat,Health and Hygiene,177.5712,Tier 3,Medium,Grocery Store,0.031549131,4,2636.568,99.0384
Low Fat,Health and Hygiene,259.5962,Tier 3,Medium,Grocery Store,0,4,2848.9582,65.3168
Low Fat,Health and Hygiene,37.9532,Tier 3,Medium,Grocery Store,0.042324556,4,575.2512,150.9024
Low Fat,Household,37.5532,Tier 3,Medium,Grocery Store,0.045308629,4,1366.2216,173.1396
Low Fat,Household,104.099,Tier 3,Medium,Grocery Store,0.309390255,4,412.796,33.2216
Low Fat,Household,121.373,Tier 3,Medium,Grocery Store,0.026814124,4,123.173,103.7964
Low Fat,Household,87.0198,Tier 3,Medium,Grocery Store,0.049617765,4,697.7584,44.2086
Low Fat,Household,60.0194,Tier 3,Medium,Grocery Store,0.12163321,4,123.8388,161.692
Low Fat,Household,110.857,Tier 3,Medium,Grocery Store,0.014719325,4,1977.426,196.911
Low Fat,Household,189.7504,Tier 3,Medium,Grocery Store,0.120624771,4,2492.7552,261.7594
Low Fat,Household,39.9506,Tier 3,Medium,Grocery Store,0.02844314,4,721.0614,98.141
Low Fat,Household,101.2042,Tier 3,Medium,Grocery Store,0.020993364,4,396.8168,166.8474
Low Fat,Household,35.1532,Tier 3,Medium,Grocery Store,0.079299474,4,790.9704,170.5422
Low Fat,Household,95.9436,Tier 3,Medium,Grocery Store,0.097865088,4,2741.7644,221.8456
Low Fat,Household,87.8172,Tier 3,Medium,Grocery Store,0.216478153,4,1070.6064,190.1872
Low Fat,Household,36.2506,Tier 3,High,Grocery Store,0.124261614,4,834.9132,93.6462
Low Fat,Household,210.4902,Tier 3,High,Grocery Store,0.118827682,4,3610.6334,75.0696
Low Fat,Meat,247.2776,Tier 3,High,Grocery Store,0.02414202,4,5944.2624,117.415
Low Fat,Meat,49.8008,Tier 3,High,Grocery Store,0.164724567,4,1062.6168,98.4042
Low Fat,Meat,63.7194,Tier 3,High,Grocery Store,0.116203156,4,1362.2268,53.5324
Low Fat,Meat,144.847,Tier 3,High,Grocery Store,0.087604871,4,1717.764,242.2512
Low Fat,Others,100.9042,Tier 3,High,Grocery Store,0,4,2083.2882,56.4614
Low Fat,Others,145.8786,Tier 3,High,Grocery Store,0.15385153,4,288.9572,185.1608
Low Fat,Seafood,89.3172,Tier 3,High,Grocery Store,0.036045991,4,2051.9956,107.5596
Low Fat,Snack Foods,49.0034,Tier 3,High,Grocery Store,0.09512291,4,826.2578,212.3218
Low Fat,Snack Foods,149.2392,Tier 3,High,Grocery Store,0.1422157,4,4026.7584,108.7912
Low Fat,Snack Foods,49.6692,Tier 3,High,Grocery Store,0.180588082,4,788.3072,182.2634
Low Fat,Snack Foods,105.6622,Tier 3,High,Grocery Store,0.161039887,4,1693.7952,210.2612
Low Fat,Snack Foods,258.2646,Tier 3,High,Grocery Store,0.112036236,4,5410.9566,174.937
Low Fat,Snack Foods,113.2834,Tier 3,High,Grocery Store,0.082526478,4,4376.9692,191.8478
Low Fat,Snack Foods,188.0556,Tier 3,High,Grocery Store,0.118297605,4,938.778,175.037
Low Fat,Soft Drinks,45.906,Tier 3,High,Grocery Store,0.112906337,4,1118.544,243.5486
Low Fat,Soft Drinks,160.9236,Tier 3,High,Grocery Store,0.279783532,4,2255.7304,241.8512
Low Fat,Soft Drinks,123.9704,Tier 3,High,Grocery Store,0.180096791,4,2253.0672,57.3904
Regular,Baking Goods,254.8698,Tier 3,High,Grocery Store,0.223440258,4,4819.7262,52.2298
Regular,Baking Goods,161.621,Tier 3,High,Grocery Store,0.311090379,4,2120.573,79.2328
Regular,Baking Goods,77.896,Tier 3,High,Grocery Store,0.126791761,4,1278.336,262.1568
Regular,Baking Goods,37.9532,Tier 3,High,Grocery Store,0.100262068,4,1078.596,169.6132
Regular,Breads,120.3124,Tier 3,High,Grocery Store,0.281509514,4,474.0496,33.8874
Regular,Breads,174.0422,Tier 3,High,Grocery Store,0.050657232,4,1724.422,249.9092
Regular,Breakfast,168.7132,Tier 3,High,Grocery Store,0.10154201,4,338.2264,173.7712
Regular,Breakfast,265.1568,Tier 3,High,Grocery Store,0.209600084,4,2109.2544,40.348
Regular,Canned,110.357,Tier 3,High,Grocery Store,0.024482433,4,3185.853,205.7638
Regular,Canned,257.3672,Tier 3,High,Grocery Store,0.06904249,4,2045.3376,41.4454
Regular,Canned,107.028,Tier 3,High,Grocery Store,0.078347922,4,2876.256,141.8838
Regular,Canned,121.144,Tier 3,High,Grocery Store,0.142189843,4,1438.128,153.8314
Regular,Dairy,84.0908,Tier 3,High,Grocery Store,0.241055611,4,419.454,238.5222
Regular,Dairy,45.9376,Tier 3,High,Grocery Store,0.012620221,4,575.2512,144.8102
Regular,Dairy,262.1252,Tier 3,High,Grocery Store,0.051068365,4,786.9756,213.0244
Regular,Frozen Foods,120.7782,Tier 3,High,Grocery Store,0.221856492,4,1072.6038,231.8668
Regular,Frozen Foods,214.4218,Tier 3,High,Grocery Store,0.175991929,4,5343.045,140.7812
Regular,Frozen Foods,235.8932,Tier 3,High,Grocery Store,0.162882227,4,942.7728,46.8718
Regular,Frozen Foods,179.8344,Tier 3,High,Grocery Store,0.032136417,4,1249.0408,83.9592
Regular,Fruits and Vegetables,97.8384,Tier 3,High,Grocery Store,0.147904328,4,2069.3064,116.6466
Regular,Fruits and Vegetables,234.2616,Tier 3,High,Grocery Store,0.058835928,4,4687.232,170.2448
Regular,Fruits and Vegetables,141.8838,Tier 3,High,Grocery Store,0.089688978,4,280.9676,225.5088
Regular,Fruits and Vegetables,192.2478,Tier 3,High,Grocery Store,0,4,7943.6598,80.8592
Regular,Fruits and Vegetables,36.7164,Tier 3,High,Grocery Store,0.107469819,4,849.5608,77.8012
Regular,Fruits and Vegetables,107.7938,Tier 3,High,Grocery Store,0.071904258,4,2251.0698,106.8254
Regular,Fruits and Vegetables,140.0154,Tier 3,High,Grocery Store,0.157154813,4,3119.9388,62.2194
Regular,Fruits and Vegetables,260.2962,Tier 3,High,Grocery Store,0.173703549,4,1035.9848,175.8054
Regular,Fruits and Vegetables,149.8024,Tier 3,High,Grocery Store,0.204984538,4,1821.6288,111.0544
Regular,Fruits and Vegetables,110.2886,Tier 3,High,Grocery Store,0.193477995,4,778.3202,55.9246
Regular,Fruits and Vegetables,182.7634,Tier 3,High,Grocery Store,0.104463896,4,3453.5046,227.1062
Regular,Fruits and Vegetables,80.096,Tier 3,High,Grocery Store,0.133424184,4,239.688,102.2332
Regular,Fruits and Vegetables,56.893,Tier 3,High,Grocery Store,0.15783357,4,1188.453,87.5882
Regular,Fruits and Vegetables,108.8596,Tier 3,High,Grocery Store,0,4,970.7364,46.4744
Regular,Fruits and Vegetables,258.462,Tier 3,High,Grocery Store,0.024815024,4,4673.916,234.0958
Regular,Fruits and Vegetables,50.5666,Tier 3,High,Grocery Store,0.16767231,4,922.7988,124.2388
Regular,Meat,154.1656,Tier 3,High,Grocery Store,0.10239789,4,617.8624,122.1388
Regular,Meat,141.2154,Tier 3,High,Grocery Store,0.07871639,4,709.077,183.5608
Regular,Meat,213.9876,Tier 3,High,Grocery Store,0.018275816,4,2143.876,110.8544
Regular,Meat,35.7558,Tier 3,High,Grocery Store,0.083147702,4,577.2486,210.1586
Regular,Meat,162.5526,Tier 3,High,Grocery Store,0.029377239,4,328.9052,46.1718
Regular,Meat,255.9356,Tier 3,High,Grocery Store,0.28701714,4,4832.3764,48.8376
Regular,Seafood,77.667,Tier 3,High,Grocery Store,0.036109859,4,2220.443,186.5582
Regular,Snack Foods,41.6112,Tier 3,High,Grocery Store,0.04937018,4,255.6672,106.7622
Regular,Snack Foods,163.6526,Tier 3,High,Grocery Store,0.02346559,4,1151.1682,197.6084
Regular,Snack Foods,156.6314,Tier 3,High,Grocery Store,0.145253944,4,1241.0512,156.8972
Regular,Snack Foods,157.6604,Tier 3,High,Grocery Store,0.062885197,4,316.9208,106.7254
Regular,Snack Foods,157.0288,Tier 3,High,Grocery Store,0.043386131,4,2985.4472,80.2302
Regular,Snack Foods,88.7172,Tier 3,Small,Grocery Store,0.103849783,4,3301.0364,58.8562
Regular,Soft Drinks,120.344,Tier 3,Small,Grocery Store,0.214125129,4,1797.66,183.9924
Regular,Soft Drinks,176.6344,Tier 3,Small,Grocery Store,0.066831682,4,2676.516,163.8868
Regular,Soft Drinks,170.8448,Tier 3,Small,Grocery Store,0.129170642,4,4942.8992,233.9958
Regular,Starchy Foods,83.825,Tier 3,Small,Grocery Store,0.238366442,4,1414.825,171.8448
Regular,Starchy Foods,45.906,Tier 3,Small,Grocery Store,0.21561193,4,885.514,98.6068
low fat,Hard Drinks,36.2848,Tier 3,Small,Grocery Store,0.126287542,4,1155.8288,235.5616
low fat,Household,113.4518,Tier 3,Small,Grocery Store,0.080442371,4,1593.9252,107.7622
low fat,Others,184.8266,Tier 3,Small,Grocery Store,0.136124989,4,2766.399,38.319
reg,Baking Goods,187.624,Tier 3,Small,Grocery Store,0.117026714,4,1491.392,189.2214
reg,Canned,143.4812,Tier 3,Small,Grocery Store,0.05382735,4,854.8872,155.2972
reg,Frozen Foods,173.7764,Tier 3,Small,Grocery Store,0.077145553,4,4637.9628,39.8506
reg,Fruits and Vegetables,187.5898,Tier 3,Small,Grocery Store,0.199955274,4,2432.1674,182.3976
reg,Meat,97.0068,Tier 3,Small,Grocery Store,0.016516867,4,1944.136,151.1366
reg,Starchy Foods,180.5292,Tier 3,Small,Grocery Store,0.091437584,4,2189.1504,64.3168
LF,Canned,37.2874,Tier 3,High,Supermarket Type1,0.041071581,4,176.437,82.5934
LF,Canned,95.8726,Tier 3,High,Supermarket Type1,0,4,1076.5986,117.3124
LF,Frozen Foods,244.0144,Tier 3,High,Supermarket Type1,0.01544786,4,5635.3312,211.2928
LF,Frozen Foods,34.2532,Tier 3,High,Supermarket Type1,0.041703666,4,467.3916,109.1912
LF,Fruits and Vegetables,38.748,Tier 3,High,Supermarket Type1,0.055081623,4,79.896,128.8994
LF,Health and Hygiene,183.495,Tier 3,High,Supermarket Type1,0.055943697,4,4577.375,150.6024
LF,Household,93.0804,Tier 3,High,Supermarket Type1,0.067239404,4,826.9236,39.6796
LF,Others,222.5088,Tier 3,High,Supermarket Type1,0.111209003,4,7158.6816,107.7912
LF,Others,163.4552,Tier 3,High,Supermarket Type1,0.02312394,4,2599.2832,154.634
Low Fat,Baking Goods,96.541,Tier 3,High,Supermarket Type1,0.037465846,4,3765.099,47.5034
Low Fat,Baking Goods,158.363,Tier 3,High,Supermarket Type1,0.031377308,4,4068.038,93.6462
Low Fat,Baking Goods,147.7734,Tier 3,High,Supermarket Type1,0.173973652,4,2078.6276,126.5362
Low Fat,Baking Goods,35.6874,Tier 3,High,Supermarket Type1,0.102893121,4,952.7598,141.947
Low Fat,Baking Goods,176.837,Tier 3,High,Supermarket Type1,0.04714777,4,1411.496,102.4016
Low Fat,Baking Goods,223.1404,Tier 3,High,Supermarket Type1,0.078678276,4,450.0808,177.037
Low Fat,Baking Goods,171.7448,Tier 3,High,Supermarket Type1,0,4,4431.5648,37.2874
Low Fat,Baking Goods,110.6544,Tier 3,High,Supermarket Type1,0.032845997,4,1901.5248,106.7938
Low Fat,Baking Goods,62.4194,Tier 3,High,Supermarket Type1,0.054884821,4,2291.0178,195.3452
Low Fat,Baking Goods,185.7608,Tier 3,High,Supermarket Type1,0,4,1470.0864,101.9016
Low Fat,Baking Goods,156.863,Tier 3,High,Supermarket Type1,0.008533716,4,2972.797,78.5618
Low Fat,Baking Goods,194.711,Tier 3,High,Supermarket Type1,0.034340926,4,196.411,45.4086
Low Fat,Baking Goods,95.8068,Tier 3,High,Supermarket Type1,0.032421521,4,1263.6884,181.666
Low Fat,Breads,208.9928,Tier 3,High,Supermarket Type1,0.024505418,4,9678.0688,102.9332
Low Fat,Breads,150.6682,Tier 3,High,Supermarket Type1,0.051618281,4,457.4046,31.9558
Low Fat,Breads,45.406,Tier 3,High,Supermarket Type1,0.020680499,4,1118.544,197.2742
Low Fat,Breads,163.2526,Tier 3,High,Supermarket Type1,0.081719458,4,1480.0734,178.037
Low Fat,Breads,104.5332,Tier 3,High,Supermarket Type1,0.146305498,4,2563.33,94.1436
Low Fat,Breakfast,170.5422,Tier 3,High,Supermarket Type1,0.063122753,4,3103.9596,131.3626
Low Fat,Breakfast,158.8288,Tier 3,High,Supermarket Type1,0.089186387,4,1414.1592,193.3478
Low Fat,Canned,254.2698,Tier 3,High,Supermarket Type1,0.028339599,4,1775.6886,162.4894
Low Fat,Canned,174.937,Tier 3,High,Supermarket Type1,0.079279489,4,176.437,77.2644
Low Fat,Canned,83.7592,Tier 3,High,Supermarket Type1,0.088931701,4,1403.5064,143.3786
Low Fat,Canned,60.622,Tier 3,High,Supermarket Type1,0.010632752,4,778.986,82.5908
Low Fat,Canned,36.019,Tier 3,High,Supermarket Type1,0.030102335,4,73.238,74.767
Low Fat,Canned,60.8536,Tier 3,High,Supermarket Type1,0.122392031,4,918.804,133.1942
Low Fat,Canned,83.6224,Tier 3,High,Supermarket Type1,0,4,3494.1184,100.57
Low Fat,Canned,114.8518,Tier 3,High,Supermarket Type1,0.078103689,4,1707.777,91.1804
Low Fat,Canned,102.1332,Tier 3,High,Supermarket Type1,0.042614361,4,1743.0644,255.333
Low Fat,Dairy,102.8306,Tier 3,High,Supermarket Type1,0.0226848,4,1986.0814,178.1028
Low Fat,Dairy,58.9246,Tier 3,High,Supermarket Type1,0,4,926.7936,60.1536
Low Fat,Dairy,116.4492,Tier 3,High,Supermarket Type1,0.049922304,4,2780.3808,156.9288
Low Fat,Dairy,181.9608,Tier 3,High,Supermarket Type1,0.044888397,4,2388.8904,87.3198
Low Fat,Dairy,146.3102,Tier 3,High,Supermarket Type1,0.016009057,4,3645.255,250.6092
Low Fat,Dairy,156.1972,Tier 3,High,Supermarket Type1,0.069981909,4,1869.5664,263.0226
Low Fat,Dairy,86.4882,Tier 3,High,Supermarket Type1,0.173904193,4,1631.8758,52.3298
Low Fat,Dairy,198.1426,Tier 3,High,Supermarket Type1,0.075515154,4,3757.1094,167.2158
Low Fat,Dairy,261.091,Tier 3,High,Supermarket Type1,0.057012606,4,2366.919,225.0404
Low Fat,Dairy,47.1744,Tier 3,High,Supermarket Type1,0,4,90.5488,182.5292
Low Fat,Dairy,121.973,Tier 3,High,Supermarket Type1,0.005230786,4,2463.46,265.1884
Low Fat,Dairy,90.783,Tier 3,High,Supermarket Type1,0.044460448,4,1258.362,88.7856
Low Fat,Dairy,223.8088,Tier 3,High,Supermarket Type1,0.04280113,4,5592.72,178.3028
Low Fat,Frozen Foods,182.7292,Tier 3,High,Supermarket Type1,0.072238195,4,4925.5884,120.0098
Low Fat,Frozen Foods,180.3318,Tier 3,High,Supermarket Type1,0.086384841,4,2345.6134,153.2998
Low Fat,Frozen Foods,101.3016,Tier 3,High,Supermarket Type1,0.022548195,4,2327.6368,95.7068
Low Fat,Frozen Foods,140.2496,Tier 3,High,Supermarket Type1,0.086060695,4,2681.8424,149.8076
Low Fat,Frozen Foods,184.4924,Tier 3,High,Supermarket Type1,0.032599801,4,3146.5708,238.1906
Low Fat,Frozen Foods,49.7692,Tier 3,High,Supermarket Type1,0.008828341,4,837.5764,99.9384
Low Fat,Frozen Foods,165.7842,Tier 3,High,Supermarket Type1,0.115233813,4,2652.5472,94.4094
Low Fat,Frozen Foods,264.5884,Tier 3,High,Supermarket Type1,0.168312678,4,5829.7448,45.906
Low Fat,Frozen Foods,43.5454,Tier 3,High,Supermarket Type1,0.098910759,4,838.908,37.6164
Low Fat,Frozen Foods,192.5478,Tier 3,High,Supermarket Type1,0.014007727,4,2906.217,38.319
Low Fat,Frozen Foods,79.796,Tier 3,High,Supermarket Type1,0,4,4074.696,258.3304
Low Fat,Frozen Foods,85.3566,Tier 3,High,Supermarket Type1,0.06575528,4,1775.6886,151.505
Low Fat,Fruits and Vegetables,258.6304,Tier 3,High,Supermarket Type1,0.012138795,4,516.6608,39.2848
Low Fat,Fruits and Vegetables,147.805,Tier 3,High,Supermarket Type1,0,4,1947.465,120.5414
Low Fat,Fruits and Vegetables,45.077,Tier 3,High,Supermarket Type1,0.129889831,4,605.878,185.3898
Low Fat,Fruits and Vegetables,125.9336,Tier 3,High,Supermarket Type1,0,4,7158.6816,129.3652
Low Fat,Fruits and Vegetables,41.7112,Tier 3,High,Supermarket Type1,0.12150063,4,383.5008,46.8402
Low Fat,Fruits and Vegetables,45.6744,Tier 3,High,Supermarket Type1,0.031023835,4,633.8416,104.099
Low Fat,Fruits and Vegetables,227.4694,Tier 3,High,Supermarket Type1,0.075996742,4,3197.1716,97.141
Low Fat,Fruits and Vegetables,47.6376,Tier 3,High,Supermarket Type1,0.033192524,4,335.5632,199.0768
Low Fat,Fruits and Vegetables,171.7738,Tier 3,High,Supermarket Type1,0,4,2432.8332,179.9976
Low Fat,Fruits and Vegetables,160.9578,Tier 3,High,Supermarket Type1,0.172453254,4,1444.1202,115.1518
Low Fat,Fruits and Vegetables,254.704,Tier 3,High,Supermarket Type1,0.08982696,4,3036.048,197.111
Low Fat,Fruits and Vegetables,189.1846,Tier 3,High,Supermarket Type1,0.041330512,4,382.1692,115.8466
Low Fat,Fruits and Vegetables,242.4196,Tier 3,High,Supermarket Type1,0.020587886,4,5543.4508,89.583
Low Fat,Hard Drinks,171.5106,Tier 3,High,Supermarket Type1,0.070189131,4,1539.9954,37.9532
Low Fat,Hard Drinks,63.6484,Tier 3,High,Supermarket Type1,0.042256257,4,65.2484,124.4388
Low Fat,Hard Drinks,110.1544,Tier 3,High,Supermarket Type1,0.016812745,4,1230.3984,180.666
Low Fat,Hard Drinks,225.5088,Tier 3,High,Supermarket Type1,0.14048631,4,1342.2528,252.7382
Low Fat,Hard Drinks,119.7466,Tier 3,High,Supermarket Type1,0.135620265,4,2003.3922,172.9422
Low Fat,Health and Hygiene,153.0656,Tier 3,High,Supermarket Type1,0.046520703,4,4170.5712,97.7384
Low Fat,Health and Hygiene,239.3196,Tier 3,High,Supermarket Type1,0.089078338,4,723.0588,147.1102
Low Fat,Health and Hygiene,54.9956,Tier 3,High,Supermarket Type1,0.032229348,4,109.1912,163.2526
Low Fat,Health and Hygiene,129.2626,Tier 3,High,Supermarket Type1,0.020960615,4,1311.626,133.2942
Low Fat,Health and Hygiene,89.5856,Tier 3,High,Supermarket Type1,0.028838938,4,175.7712,129.331
Low Fat,Health and Hygiene,187.4556,Tier 3,High,Supermarket Type1,0.017024598,4,7510.224,109.8228
Low Fat,Health and Hygiene,156.9604,Tier 3,High,Supermarket Type1,0.032862976,4,1584.604,238.6906
Low Fat,Health and Hygiene,249.575,Tier 3,High,Supermarket Type1,0.012627329,4,499.35,38.7506
Low Fat,Health and Hygiene,97.4726,Tier 3,High,Supermarket Type1,0.04604992,4,1174.4712,151.9682
Low Fat,Health and Hygiene,79.2276,Tier 3,High,Supermarket Type1,0.0520115,4,649.8208,190.3846
Low Fat,Health and Hygiene,115.4808,Tier 3,High,Supermarket Type1,0.047857804,4,820.2656,45.077
Low Fat,Health and Hygiene,88.183,Tier 3,High,Supermarket Type1,0.014925407,4,719.064,143.4154
Low Fat,Household,64.3168,Tier 3,High,Supermarket Type1,0.021648305,4,703.0848,35.6874
Low Fat,Household,141.818,Tier 3,High,Supermarket Type1,0.031710329,4,838.908,263.091
Low Fat,Household,122.4072,Tier 3,High,Supermarket Type1,0.110197977,4,2572.6512,104.2306
Low Fat,Household,177.6002,Tier 3,High,Supermarket Type1,0.070510189,4,8417.7094,214.4192
Low Fat,Household,43.8454,Tier 3,High,Supermarket Type1,0.119436131,4,671.1264,94.7094
Low Fat,Household,177.2344,Tier 3,High,Supermarket Type1,0.016006626,4,892.172,105.6964
Low Fat,Household,230.801,Tier 3,High,Supermarket Type1,0.092937216,4,5283.123,54.6956
Low Fat,Household,153.9972,Tier 3,High,Supermarket Type1,0.006692529,4,1246.3776,164.9184
Low Fat,Household,183.5924,Tier 3,High,Supermarket Type1,0.060017128,4,2406.2012,230.8642
Low Fat,Household,36.6506,Tier 3,High,Supermarket Type1,0.021407511,4,493.3578,248.175
Low Fat,Household,125.9046,Tier 3,High,Supermarket Type1,0.011278535,4,4482.1656,237.0248
Low Fat,Household,88.5198,Tier 3,High,Supermarket Type1,0.041789718,4,1133.8574,256.1014
Low Fat,Household,57.7588,Tier 3,High,Supermarket Type1,0.059275452,4,57.2588,238.9248
Low Fat,Household,101.8332,Tier 3,High,Supermarket Type1,0.072608647,4,2255.7304,228.3668
Low Fat,Household,88.254,Tier 3,High,Supermarket Type1,0.039113587,4,2510.066,116.0176
Low Fat,Household,185.8266,Tier 3,High,Supermarket Type1,0.027556247,4,1844.266,176.6344
Low Fat,Household,255.4698,Tier 3,High,Supermarket Type1,0.012643035,4,5073.396,119.8414
Low Fat,Household,61.4536,Tier 3,High,Supermarket Type1,0.01035692,4,428.7752,208.3954
Low Fat,Household,162.0578,Tier 3,High,Supermarket Type1,0.129226104,4,3209.156,190.5872
